(このデータベースでリストした数値は100g の可食部です。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,分類,食材の名前,英語表記,廃棄率(%),カロリー(kcal),修正カロリー(kcal),水分(g),粗タンパク(g),粗脂肪(g),飽和脂肪酸(g),灰分(g),総炭水化物(g),食物繊維(g),糖質の総量(g),ブドウ糖(g),果糖(g),半乳糖(g),麦芽糖(g),蔗糖(g),乳糖(g),ナトリウム(mg),カリウム(mg),カルシウム(mg),マグネシウム(mg),鉄(mg),亜鉛(mg),リン(mg),銅(ug),ビタミンA総量(I.U.),レチノール活性当量(ug),α-カロテン(ug),β-カロテン(ug),レチノール(ug),α-トコフェロール当量(mg),ビタミンE総量(mg),α-トコフェロール(mg),β-トコフェロール(mg),γ-トコフェロール(mg),δ-トコフェロール(mg),ビタミンB1(mg),ビタミンB2(mg),ナイアシン ((mg),ビタミンB6(mg),ビタミンB12(ug),葉酸(ug),ビタミンC(mg),脂肪酸S総量(%),酪酸(4:0)-成分值(%),己酸(6:0)-成分值(%),辛酸(8:0)-成分值(%),癸酸(10:0)-成分值(%),月桂酸(12:0)-成分值(%),十三酸(13:0)-成分值(%),肉豆蔻酸(14:0)-成分值(%),十五酸(15:0)-成分值(%),棕櫚酸(16:0)-成分值(%),十七酸(17:0)-成分值(%),硬脂酸(18:0)-成分值(%),十九酸(19:0)-成分值(%),花生酸(20:0)-成分值(%),山酸(22:0)-成分值(%),廿四酸(24:0)-成分值(%),脂肪酸M總量-成分值(%),肉豆蔻烯酸(14:1)-成分值(%),棕櫚烯酸(16:1)-成分值(%),油酸(18:1)-成分值(%),鱈烯酸(20:1)-成分值(%),芥子酸(22:1)-成分值(%),脂肪酸P總量-成分值(%),亞麻油酸(18:2)-成分值(%),次亞麻油酸(18:3)-成分值(%),十八碳四烯酸(18:4)-成分值(%),花生油酸(20:4)-成分值(%),廿碳五烯酸(20:5)-成分值(%),廿二碳五烯酸(22:5)-成分值(%),廿二碳六烯酸(22:6)-成分值(%),其他脂肪酸-成分值(%),不飽和脂肪酸(mg),水解胺基酸總量-成分值(mg),天門冬胺酸(Asp)-成分值(mg),酥胺酸(Thr)-成分值(mg),絲胺酸(Ser)-成分值(mg),麩胺酸(Glu)-成分值(mg),脯胺酸(Pro)-成分值(mg),甘胺酸(Gly)-成分值(mg),丙胺酸(Ala)-成分值(mg),胱胺酸(Cys)-成分值(mg),纈胺酸(Val)-成分值(mg),甲硫胺酸(Met)-成分值(mg),異白胺酸(Ile)-成分值(mg),白胺酸(Leu)-成分值(mg),酪胺酸(Tyr)-成分值(mg),苯丙胺酸(Phe)-成分值(mg),離胺酸(Lys)-成分值(mg),組胺酸(His)-成分值(mg),精胺酸(Arg)-成分值(mg),色胺酸(Trp)-成分值(mg),コレステロール.(mg),アルコール(g)
H020,豆類,平均大豆,Vegetable soy bean,,124.7808,106.7062,68.2393,13.7558,2.5261,21.5505,1.7431,13.7359,8.7317,0.4387,0,0.4387,,0,0,0,0.968,629.0955,83.6254,69.3576,3.556,1.6873,203.2045,,130.8739,13.0899,12.055,72.5,,0.6261,3.7375,0.356,0.0685,2.3285,0.9845,0.3858,0.1317,1.2925,0.2129,,,20.6063,21.5505,0,0,0,0,0,0,0.2705,0,16.1077,0,4.3765,0,0.2056,0.3062,0.2841,40.9348,0,0.2326,40.4828,0.2195,0,37.5141,31.1899,6.3242,0,0,0,0,0,0,,12161.566,1530.2455,457.336,629.901,2272.1075,606.5675,565.583,559.9915,161.2885,564.4865,139.134,554.4555,965.029,459.996,620.218,750.6885,351.686,863.1455,109.7065,,
H02001,豆類,大豆カーネル,Vegetable soy bean,,129.3,116.0127,67.8885,14.6025,3.3222,0.861,1.6997,12.4871,6.419,0.4387,0,0.4387,,0,0,0,1.076,654.421,44.2508,65.1951,3.681,2.1125,202.5589,,91.663,9.168,10,50,,0.2249,2.035,0.102,0.077,0.817,1.039,0.3925,0.1294,1.165,0.135,,,22.5935,25.917,0,0,0,0,0,0,0.541,0,19.908,0,5.468,0,0,0,0,23.907,0,0,23.907,0,0,50.175,40.809,9.366,0,0,0,0,0,0,,13425.132,1683.491,504.672,682.802,2509.215,709.135,599.166,618.983,183.577,631.973,150.268,604.911,1075.058,501.992,667.436,805.377,370.372,907.291,219.413,,
H02002,豆類,ポッドとピーズ,Vegetable soy bean,,120.2617,97.3997,68.59,12.909,1.73,0.2973,1.7864,14.9846,11.0444,,,,,,,,0.86,603.77,123,73.52,3.431,1.262,203.85,,170.0849,17.0119,14.11,95,,1.0273,5.44,0.61,0.06,3.84,0.93,0.379,0.134,1.42,0.2907,,,18.619,17.1839,0,0,0,0,0,0,0,0,12.3073,0,3.285,0,0.4111,0.6123,0.5682,57.9626,0,0.4651,57.0586,0.4389,0,24.8531,21.5707,3.2824,0,0,0,0,0,,,10898,1377,410,577,2035,504,532,501,139,497,128,504,855,418,573,696,333,819,0,,
H02101,豆類,冷凍大豆カーネル,Vegetable soy bean: frozen,,134.6591,121.2838,69.758,12.468,6.1316,1.2234,1.7963,9.8461,6.4615,2.4942,0,0.4588,,1.0786,0.9568,0,358.8593,304.4547,86.4158,69.9038,2.862,1.3553,166.1624,,247.2818,24.7334,13.5,141.625,,1.2334,8.302,0.6105,0.1265,5.5185,2.0465,0.181,0.0819,0.6933,0.1015,,,9.6837,19.9529,0,0,0,0,0.0877,0,0.6078,0,15.743,0.041,2.9239,0,0.377,0.1725,0,25.6763,0,0.07,25.2371,0.3692,0,54.3337,46.5774,7.7563,0,0,0,0,0,0.073,,12796.416,1525.201,474.6153,673.6124,2545.4526,655.9688,540.9451,559.3923,170.186,572.8208,153.7742,577.1037,1013.7481,469.3413,633.7771,791.2265,323.3168,913.5865,202.3475,,
H02201,豆類,大豆,Soy bean,,389.0182,358.9514,11.305,35.615,15.7,2.3613,4.45,32.93,14.525,,,,,,,,12.07,1666.745,194,215.375,6.525,2.68,444.92,,18.7493,1.8748,12.5,5,,2.7241,15.91,1.48,0.51,10.01,3.91,0.39,0.21,1.11,0.7178,,,0,15.04,0,0,0,0,0,0,0.07,0,10.56,0,3.68,0,0.3,0.31,0.12,22.24,0,0.08,21.97,0.19,0,62.72,54.99,7.73,0,0,0,0,0,,,35497.72,4085.9,1373.66,1738.96,6712.99,1883.61,1545.63,1532.16,853.79,1643.47,392.17,1591.42,2699.14,1331.56,1790.05,2135.96,912.63,2743.05,531.57,,
H02301,豆類,大豆胚芽,Soy bean,,180.4286,150.6268,58.358,16.771,6.9514,1.332,2.1825,15.7371,14.397,2.595,1.168,1.427,,0,0,0,7.005,847.676,72.464,103.668,2.679,1.582,273.28,57.85,0,0,,0,,1.5131,11.5,0.62,0.133,8.138,2.609,0.412,0.1864,0.9727,0.246,,102.349,11.646,19.162,0,0,0,0,0,0,0,0,14.269,0.199,3.83,0,0.338,0.383,0.143,19.004,0,0.156,18.648,0.2,0,61.671,53.41,8.261,0,0,0,0,0,0.164,,14628.991,1823.154,616.578,837.42,2684.511,668.558,660.739,683.674,207.877,605.916,136.559,603.68,1162.476,563.705,737.628,988.111,404.832,1076.65,166.923,,
H02401,豆類,大豆粉,Soy bean powder,,400.9291,373.8949,9.35,37.36,16.74,2.4922,4.32,32.23,13.06,,,,,,,,1.89,1646.9,143.85,206.26,3.69,4.55,562.56,,0,0,0,0,,2.5508,15.86,1.27,0.81,9.1,4.68,0.863,0.12,1.18,0.5211,,348,0,14.8878,0,0,0,0,0,0,0,0,10.3307,0,3.8105,0,0.3001,0.34,0.1065,19.7283,0,0,19.5858,0.1425,0,65.388,56.5841,8.8039,0,0,0,0,0,,,37776.08,4323.14,1481.19,1888.41,7083.21,1963.51,1602.17,1626.78,1041,1733.47,421.27,1640.5,2901.83,1437.13,1929.28,2331.18,1224.6,3147.41,0,,
H02501,豆類,ピーズレン,Pea; Garden pea; Sweet pea,,123.3651,107.8815,67.815,9.2025,0.35,,0.8873,21.7452,7.48,,,,,,,,3.225,371.82,39.065,50.49,2.1,1.3625,147.18,,200.3003,20.0301,95,72.685,,0.1904,1.49,0.05,0,1.4,0.04,0.2075,0.104,1.2925,0.142,,,8.5555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4506.1601,465.8653,215.3493,232.0907,687.1713,178.6869,189.9078,240.6614,24.9127,230.3242,28.9858,201.2171,355.5936,181.1205,214.4064,339.7943,100.5483,551.5245,68,,
H026,豆類,平均的なエ​​ンドウ豆のさや,Pea; Garden pea,8,44.5801,38.9432,88.1828,2.6575,0.085,37.624,0.5619,8.5129,2.7231,3.1718,2.613,0.1442,,0,0.4146,0,2.0433,179.9756,42.8242,26.9403,1.1107,0.6868,47.1406,13.4,691.6605,69.1769,115,357.5129,,0.2676,0.3825,0.2472,0.0232,0.1122,0,0.1389,0.0935,0.7487,0.0892,,39.859,44.9087,37.624,0,0,0,0,0,0,2.825,0,25.13,0,4.102,0,1.635,2.036,1.896,9.239,0,0,6.55,0,2.689,32.61,24.419,8.191,0,0,0,0,0,20.528,,2210.9349,393.5957,93.607,169.1087,611.4825,53.72,70.4757,117.5832,18.4907,91.7519,9.0455,64.4287,96.0677,52.0694,58.7177,108.4957,44.0715,128.7382,29.4857,,
H02601,豆類,エンドウ豆の鞘,Pea; Garden pea,8,40.6139,34.087,89.2015,2.945,0.1699,0.0639,0.565,7.1186,3.1531,3.1718,2.613,0.1442,,0,0.4146,0,3.711,118.1578,49.2105,26.484,1.01,0.6765,54.5389,13.4,319.9085,31.9928,115,134.4528,,0.1903,0.2849,0.1743,0.0163,0.0943,0,0.1428,0.1109,0.8874,0.0753,,39.859,42.5113,37.624,0,0,0,0,0,0,2.825,0,25.13,0,4.102,0,1.635,2.036,1.896,9.239,0,0,6.55,0,2.689,32.61,24.419,8.191,0,0,0,0,0,20.528,,2394.9307,389.5223,93.639,161.8473,727.68,55.78,74.9653,116.1623,18.6663,99.6917,10.318,70.8533,106.6213,56.0337,65.9443,119.6603,42.838,150.2263,34.4813,,
H02602,豆類,アルパインエンドウ豆の鞘,Pea; Garden pea,,48.5462,43.7995,87.164,2.37,0,,0.5588,9.9072,2.2931,,,,,,,,0.3756,241.7933,36.4378,27.3965,1.2114,0.6971,39.7422,,967.583,96.7815,,580.573,,0.345,0.48,0.32,0.03,0.13,0,0.135,0.076,0.61,0.103,,,47.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026.939,397.669,93.575,176.37,495.285,51.66,65.986,119.004,18.315,83.812,7.773,58.004,85.514,48.105,51.491,97.331,45.305,107.25,24.49,,
H02701,豆類,甘いエンドウ豆のさや,Sugar pea; Edible podded pea,6.8,42.3477,36.6853,88.7846,3.0444,0.1762,0.0754,0.5479,7.4469,2.7355,3.8056,2.1468,0.3686,,0,1.2902,0,1.9558,172.8554,45.6111,22.3369,2.0858,0.6642,59.3305,12.79,323.9054,32.3883,200,94.351,,0.1187,0.2123,0.1085,0,0.1013,0.0025,0.1088,0.2646,1.0514,0.0816,,24.004,30.3642,42.767,0,0,0,0,0,0,4.731,0,29.011,0,3.476,0,1.351,2.271,1.927,12.109,0,0,7.46,0,4.649,38.576,29.921,8.655,0,0,0,0,0,6.548,,2484.4341,367.4021,115.1467,166.0143,719.3081,60.9053,74.8797,149.0333,20.1383,114.2587,13.749,84.4124,116.8048,55.7773,73.5614,118.8497,47.1157,170.5535,16.5238,,
H02801,豆類,冷凍エンドウレン,Common peas: frozen; Edible podded pea: frozen,,95.9772,79.4948,75.4148,6.0905,0.6085,0.152,0.7486,17.1376,7.9625,3.8254,0,0.123,,0,3.7024,0,21.44,225.0383,34.5541,29.4363,1.7415,0.8643,94.4089,5.5,456.5301,45.6638,3.5,272.179,,0.1939,1.6909,0.029,0.0063,1.6203,0.0353,0.3905,0.1129,1.8188,0.1245,,43.299,22.298,24.9819,0,0,0,0,0,0,1.3433,0,19.2079,0,3.4961,0,0.2439,0.3838,0.3069,24.3381,0,0.0367,23.4542,0.3032,0.544,50.4921,44.0242,6.4679,0,0,0,0,0,0.2815,,5131.2456,551.7261,235.5622,260.791,886.3964,188.9903,223.4205,293.3736,47.5921,242.8338,41.3854,212.9014,402.0617,172.8443,241.2113,379.6106,113.1143,579.5766,57.854,,
H02802,豆類,缶詰のエンドウ豆レン,Pea: canned,,122.6995,110.9878,68.915,7.17,0.9235,0,0.8564,22.1351,5.6578,,,,,,,,210.5621,283.2073,39.4702,70.5506,2.8908,1.8517,225.2383,,116.9238,11.6937,29.0242,55.645,,0.1876,1.57,0.04,0,1.47,0.06,0.045,0.0195,0.3805,0.0047,,,2.4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2880.354,333.628,121.585,152.435,500.727,115.108,123.17,141.004,25.933,143.791,17.322,133.17,240.063,95.659,144.145,198.966,66.563,242.005,85.08,,
H02901,豆類,カササギポッド,Hyacinth bean; Lablab,,31.2651,24.2789,91.6464,2.4115,0.261,,0.592,5.0891,3.375,,,,,,,,1.7747,210.1064,44.1354,26.8935,0.84,0.3422,40.3912,,350.721,35.0794,22.393,199.2445,,0.0552,0.205,0.04,0,0.15,0.015,0.077,0.0895,0.823,0.1855,,,11.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759.4882,384.8579,76.0573,104.1934,231.1575,65.5415,75.8752,99.6176,11.0504,96.5111,12.443,72.166,124.1244,60.6333,77.9071,101.1681,63.8911,102.2933,0,,
H03001,豆類,フライドビーンズ,Broad bean: salted; Field bean: salted,18.8,456.4117,408.6962,2.715,26.928,20.865,6.3553,3.2189,46.2731,23.051,,,,,,,,385.95,813.69,38.455,93.2,3.325,2.537,364.42,,6.6664,0.6668,0,4,,4.5115,11.26,3.67,0.5,6.34,0.75,0.033,0.311,1.415,0.2325,,,8.9825,30.4592,0,0,0.0393,0.0287,0.2604,0,0.6644,0,24.6685,0,3.9409,0,0.3954,0.2106,0.251,36.0847,0,0.1591,35.6268,0.2988,0,33.4555,31.3527,2.1028,0,0,0,0,0,,,20673.5467,2384.3,839.7,1041.48,3708.32,1103.35,888.32,998.77,200.0867,1008.33,119.06,907.14,1688.42,627.42,923.73,1447.47,572.28,2045.33,170.04,,
H03101,豆類,赤レンズ豆ジェン,Red lentils,,342.7899,307.8857,12.369,25.26,2.1197,0.5136,1.9231,58.3282,16.8619,1.69,0,0.135,,0.264,1.291,0,1.087,827.96,21.942,60.001,4.182,1.676,270.488,,0,0,,0,,0.7323,4.768,0.293,0,4.384,0.091,0.42,0.1023,1.5248,0.467,,,0.274,24.231,0,0,0,0,0,0.953,0.571,0,18.621,0.147,2.712,0,0.462,0.422,0.343,25.769,0,0.273,25.08,0.416,0,50.001,43.28,6.544,0,0.177,0,0,0,0,,21801.021,2711.117,848.868,1125.773,4044.78,950.791,892.022,1000.585,145.798,1075.034,134.432,918.727,1704.349,656.036,1112.912,1472.526,541.051,2142.816,323.404,,
I001,肉類,ビーフショートリブの平均値,,30.4,324.9894,324.9894,57.671,15.1305,28.8672,45.2121,0.7342,0,,0,0,0,,0,0,0,60.497,253.7815,9.2993,16.3955,2.098,5.6825,140.7588,,53.8436,16.1533,,,16.1533,0.0986,0.1124,0.0973,0,0.0126,0.0025,0.0705,0.1735,3.091,0.2472,2.7423,6.5223,1.9835,45.2121,0,0,0,0.053,0.0863,0,3.6925,0.5784,25.2978,1.5035,13.9226,0.0164,0.0618,0,0,51.7052,0.2225,3.7449,47.4979,0.2399,0,2.7935,2.4908,0.1284,0.1143,0.0513,0,0.0088,0,0.327,,17673.9905,1580.2198,770.6215,671.8368,2822.464,670.56,729.1513,1006.05,1252.059,798.4598,433.2538,774.5268,1467.0758,627.8405,706.8588,1526.3263,520.7565,1115.9035,200.0268,68.6915,
I00101,肉類,骨なし牛肉のショートリブ,Boneless short rib,,289.8278,289.8278,63.182,17.1365,24.0194,10.7611,0.8554,0,,0,0,0,,0,0,0,59.469,319.733,8.3685,18.201,2.516,6.6165,150.0275,,32.0213,9.6065,,,9.6065,0.0451,0.0498,0.0446,0,0.0052,0,0.0715,0.1904,3.6664,0.269,3.3345,5.9645,0.598,44.8018,0,0,0,0.0355,0.053,0,3.491,0.5439,25.421,1.474,13.7369,0,0.0465,0,0,51.7361,0.445,3.7079,47.4572,0.126,0,2.8164,2.6639,0.0655,0,0.0695,0,0.0175,0,0.654,,18104.2762,1616.3495,798.518,691.7835,2910.613,686.22,738.7425,1035.45,1341.8632,817.4095,427.2075,787.5335,1521.1015,640.931,718.0375,1560.2775,519.033,1107.712,185.4935,70.053,
I00102,肉類,骨付き牛肉のショートリブ,Bone-in short rib,30.4,360.1509,360.1509,52.16,13.1245,33.715,15.3816,0.613,0.3875,,,,,,,,,61.525,187.83,10.23,14.59,1.68,4.7485,131.49,,75.6659,22.7,,,22.7,0.1521,0.175,0.15,0,0.02,0.005,0.0695,0.1565,2.5155,0.2254,2.15,7.08,3.369,45.6223,0,0,0,0.0704,0.1196,0,3.894,0.6128,25.1745,1.533,14.1082,0.0327,0.0771,0,0,51.6742,0,3.7819,47.5385,0.3538,0,2.7705,2.3176,0.1912,0.2286,0.0331,0,0,0,0,,17243.7047,1544.09,742.725,651.89,2734.315,654.9,719.56,976.65,1162.2547,779.51,439.3,761.52,1413.05,614.75,695.68,1492.375,522.48,1124.095,214.56,67.33,
I00201,肉類,牛リブ,Rib fingers; Intercostal meat,,225.2573,225.2573,63.29,18.638,16.15,6.8999,0.8054,1.1166,,,,,,,,,81.3,346.79,9.5,14.64,2.69,6.68,126.81,,6.1333,1.84,,,1.84,0.092,0.11,0.09,0,0.02,0,0.064,0.168,2.643,0.17,3.14,3.68,0.216,42.7237,0,0,0,0,0,0,2.5667,0.4334,23.7345,1.12,14.8691,0,0,0,0,53.7294,0,3.4656,50.2638,0,0,3.6158,3.3292,0.2866,0,0,0,0,0,,,20215.4649,1753.14,861.81,765.53,3184.35,725.23,803.05,1142.08,2091.1849,882.94,461.57,836.93,1696.19,671.15,726.17,1651.93,562.35,1173.84,226.02,72.77,
I00301,肉類,サーロインステーキ,"Ribeye roll, lip-on; Cube roll",,162.0033,162.0033,68.7943,20.432,8.2881,4.2534,0.9729,1.5127,,0,0,0,,0,0,0,45.7847,369.9873,7.1483,20.311,2.4797,4.372,191.4213,,17.6565,5.297,,,5.297,0.2631,0.2693,0.2627,0,0.0033,0.0033,0.071,0.1365,4.6396,0.3643,1.3953,10.2467,0.6237,51.3194,0,0,0,0.0613,0.075,0,3.0234,0.5961,26.1421,1.414,19.654,0.0833,0.1757,0.0845,0.01,45.9061,0.171,2.9293,42.5392,0.2666,0,2.7082,1.821,0.3883,0,0.2223,0.1383,0.1383,0,0.0923,,22048.2312,2012.1183,991.5363,847.299,3427.4323,846.189,972.5147,1295.4867,1194.173,1046.0243,515.51,1011.9983,1811.4247,779.8253,902.499,1938.476,805.1707,1398.0153,252.5383,60.139,
I00401,肉類,ボード腱,Top blade muscle,,166.2639,166.2639,70.0175,19.8345,9.0433,3.2407,0.9343,0.1704,,0.7,0.0735,0,,0.6265,0,0,70.0115,302.393,4.7255,20.763,2.43,7.429,165.2765,,34.4363,10.331,,,10.331,0.485,0.485,0.485,0,0,0,0.0655,0.2547,2.8969,0.2475,3.876,3.632,0.947,35.835,0,0,0,0,0,0,2.678,0.8615,12.8875,0,19.2795,0,0.1285,0,0,58.3185,0.544,3.7815,53.993,0,0,4.678,3.1585,0.735,0,0.357,0,0.4275,0,1.168,,19585.0975,1876.588,912.6945,787.2035,3401.821,771.4405,778.3025,1208.012,180.8485,953.1005,533.089,882.5215,1668.488,714.2865,828.549,1868.432,673.698,1295.0835,250.939,60.8485,
I00501,肉類,牛の骨なしショートリブ肩甲骨,Boneless chuck (short) rib,,233.4662,233.4662,63.12,16.906,17.88,7.6418,0.8788,1.2152,,,,,,,,,53.13,342.15,5.76,17.86,2.6,6.36,123.3,,7.1333,2.14,,,2.14,0.165,0.21,0.16,0,0.05,0,0.096,0.246,2.43,0.33,3.29,8.22,0.983,42.7391,0,0,0,0,0,0,3.5611,0.6148,24.2291,1.57,12.7641,0,0,0,0,54.642,0,3.8931,50.5162,0.2327,0,3.3268,3.0452,0.2816,0,0,0,0,0,,,22923.1185,2000.93,963.06,836.92,3490.12,816.22,882.13,1260.55,2396.9985,1000,487.38,987.88,1870.09,795.81,903.22,1929.63,713.68,1338.2,250.3,74.09,
I00601,肉類,牛の胸肉,"Brisket; Brisket, boneless, deckle-off",,330.5963,330.5963,55.66,14.79,29.65,15.2121,0.725,0,,,,,,,,,57.81,212.99,5.33,15.78,2.3,4.812,176.5,,107.4323,32.23,,,32.23,0.5,0.5,0.5,0,0,0,0.051,0.13,2.83,0.201,1.17,4,0,51.3055,0,0,0,0.0652,0.0847,0,3.1449,0.6427,27.1679,1.3633,18.7184,0,0.1184,0,0,45.6745,0,2.9538,42.7207,0,0,3.0195,1.5408,0.7256,0.6877,0.0654,0,0,0,,,15376.89,1401.78,661.98,585.39,2419.77,636.72,772.56,916.77,376.33,726.15,386.96,678.74,1257.56,541.08,669.31,1382.7,564.32,1126.29,272.48,64.59,
I00701,肉類,秀清胸肉の牛,"Pectoral meat; Brisket, nose-off",,120.4818,120.4818,72.9,22.28,2.81,1.2794,1.0798,0.9302,,,,,,,,,44.68,462.84,5.19,21.7,2.2,4.43,175.39,,0,0,,,0,10.25,10.25,10.25,0,0,0,0.08,0.148,5.182,0.65,2.14,14.62,0,45.5297,0,0,0,0,0,0,3.0491,0.5141,26.5216,1.18,14.2649,0,0,0,0,49.9703,0,3.0244,46.9459,0,0,4.5439,3.9162,0.3631,0,0.2646,0,0,0,,,27701.042,2499.58,1244.44,1055.45,4349.93,939.35,1078.77,1552.95,2179.652,1273.77,704.29,1250.2,2322.33,941.37,1007.41,2360.73,973.14,1672.8,294.88,64.06,
I00801,肉類,骨なしのステーキNEWYORKER,New York steak(cut); Steak ready strip loin; Boneless strip loin,,188.5853,188.5853,69.38,21.33,10.81,5.4036,0.9462,0,,,,,,,,,49.29,411.115,6.155,19.77,2.305,4.485,198.75,,7.7499,2.325,,,2.325,0.2405,0.245,0.24,0,0.005,0,0.0825,0.1185,4.663,0.395,1.425,8.425,1.187,49.9871,0,0,0,0.025,0.07,0,3.7617,0.7863,27.7908,1.545,15.7133,0.155,0.14,0,0,47.3776,0,3.7709,43.4667,0.14,0,2.6346,1.885,0.5196,0,0.105,0.045,0.08,0,,,22091.6141,1997.79,969.125,827.785,3350.94,780.67,904.37,1252.775,1397.3191,1013.705,554.32,1018.775,1810.785,776.43,1107.215,1905.83,846.375,1322.32,255.085,60.29,
I00901,肉類,フィレミニョン,"Filet mignon; Tenderloin; Tenderloin, side muscle off, skinned",,184.2284,184.2284,67.505,20.6265,10.66,5.2764,1.0752,0.1333,,,,,,,,,46.86,366.415,5.445,21.955,3.35,3.835,160.635,,13.5499,4.065,,,4.065,0.4416,0.46,0.44,0,0.015,0.005,0.11,0.2055,4.257,0.815,3.155,8.32,1.3085,49.4971,0,0,0,0.04,0.08,0,3.8436,0.7158,26.5399,1.3437,16.34,0.105,0.115,0.3741,0,48.1853,0,2.8574,45.2379,0.09,0,2.6991,2.1391,0.38,0,0.085,0.03,0.065,0,,,20065.0421,1824.585,876.89,755.435,3065.325,693.855,806.755,1134.34,1508.4121,922.705,510.145,917.415,1675.36,695.16,827.75,1728.845,664.605,1221.425,236.035,67.305,
I01001,肉類,牛の後半部,Beef round; Beef ham,,121.9141,121.9141,71.4775,19.439,4.3137,2.2056,1.0661,3.7037,,0,0,0,,0,0,0,58.3605,357.444,7.0775,24.033,2.7885,5.9685,202.678,,18.0498,5.415,,,5.415,0.4445,0.4445,0.4445,0,0,0,0.0565,0.1905,3.8039,0.4586,2.6775,7.174,1.839,51.1305,0,0,0,0.0728,0.1549,0,3.4358,0.5083,28.8151,1.3566,16.6632,0,0.1238,0,0,43.2643,0.243,3.1071,39.6967,0.2175,0,5.385,3.2429,0.5982,0.1829,0.752,0.284,0.325,0,0.2205,,21205.4905,2003.652,971.4705,783.2785,3402.201,819.4685,885.353,1258.418,652.087,1069.892,468.4095,1006.808,1798.9905,791.68,911.1785,1941.9915,764.9195,1450.3165,225.376,58.812,
I01101,肉類,肉用牛の株式後ろ足,Knuckle,,153.0864,153.0864,70.42,20.6,7.22,3.5026,1.01,0.75,,,,,,,,,48.37,338.98,1.97,22.23,2.82,5.374,227.96,,10.6666,3.2,,,3.2,0.484,0.49,0.48,0.01,0,0,0.079,0.18,3.85,0.4214,2,8,2.7,48.512,0,0,0,0.0615,0.0731,0,2.7092,0.4933,28.639,1.2712,15.0127,0,0.0897,0,0.1623,48.2885,0,3.2561,44.7106,0.3218,0,3.1987,1.9318,0.8023,0.4646,0,0,0,0,,,18933.09,1766.8,847.99,720.71,2993.71,708.23,800.9,1111.4,495.01,925.35,502.94,890.28,1598.8,691.95,876.29,1728.02,722.82,1318.22,233.67,52.18,
I01201,肉類,牛後肢筋の心臓,Hind shank; Heel muscle; Beef shank,,139.1623,139.1623,73.8433,19.8387,6.0367,2.5608,0.8007,0,,,,,,,,,79.1733,298.3933,7.5667,18.71,3.0133,7.1933,184.1067,,8.4889,2.5467,,,2.5467,0.1814,0.1966,0.18,0,0.0133,0.0033,0.0683,0.18,3.2377,0.2548,2.6667,7.3033,1.1013,42.4204,0,0,0,0.0289,0.0403,0,2.4952,0.5103,24.7313,1.3251,13.2054,0.02,0.0639,0,0,54.9287,0,3.8447,51.004,0.08,0,2.6755,2.0224,0.2682,0.2041,0.1775,0,0.0033,0,,,21877.7163,1978.1533,945.2233,829.63,3491.29,843.39,967.6633,1248.1433,1339.4663,975.91,545.2367,975.08,1811.9367,767.1267,904.2267,1910.6467,658.14,1419.5033,266.95,76.0133,
I013,肉類,牛肉鍋スライス手段,,,250.3303,250.3303,61.2763,19.0555,18.7321,47.4053,0.919,0.0172,,0,0,0,,0,0,0,47.5924,273.2104,5.3809,16.8225,1.8085,3.7231,140.9545,1.0775,49.2108,14.7634,,,14.7634,0.8659,0.878,0.8645,0,0.0135,0,0.0671,0.1781,3.2791,0.3578,2.5303,7.1266,0.0641,47.4053,0,0,0,0.0816,0.1141,0.0095,3.3323,0.5826,26.2564,1.3413,15.4519,0,0.1424,0.0743,0.019,48.337,0.955,3.0325,44.0766,0.1993,0.0736,3.2524,2.0805,0.6084,0,0.2596,0.1084,0.1534,0.0421,1.0046,,18355.5871,1751.8361,844.5025,774.1436,2827.1978,817.6673,1195.2246,1199.6341,180.0683,773.5551,462.9469,746.7091,1556.6869,675.0053,809.7775,1618.8495,616.5056,1287.5018,217.7753,66.5136,
I01301,肉類,牛豚鍋片,,,430.3055,430.3055,43.99,15.747,40.2512,20.892,0.6202,0,,0,0,0,,0,0,0,44.536,174.284,4.167,10.908,1.048,2.283,91.27,0,98.1157,29.435,,,29.435,0.8076,0.831,0.805,0,0.026,0,0.061,0.1243,0.2295,0.218,1.619,7.451,0,51.904,0,0,0,0.059,0.088,0.015,3.858,0.508,28.427,1.214,17.55,0,0.114,0.035,0.036,45.549,1.131,0.43,43.85,0.138,0,1.65,1.224,0.277,0,0.091,0.029,0.029,0,0.897,,14059.07,1337.258,642.612,606.659,2176.725,662.997,1016.925,937.911,15.583,599.313,351.59,560.624,1187.824,510.362,625.9,1214.321,445.079,999.873,167.514,70.866,
